cellID,Crystal ID,ThetaID,PhiID,CrateID,X cm,Y cm,Z cm,R_xy cm,R_3D cm,theta rad,phi rad,theta deg,phi deg,direction_x,direction_y,direction_z,dir_theta,dir_phi,ring_id,corner0_x,corner0_y,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,corner0_z,corner0_theta,corner0_phi,corner1_theta,corner1_phi,corner2_theta,corner2_phi,corner3_theta,corner3_phi
5688,5687,44,71,18,-140.72,2.72,-14.85,140.75,141.53,1.6759,3.1223,96.02,178.89,-0.99783,0.00052,-0.06589,1.6367,3.1411,,-139.62316107715992,-0.3080454188919247,-140.1403939354891,5.80913338428222,-139.5036985475774,5.782740933614221,-140.26040169249143,-0.309451339304916,,1.6974,3.1437989130434776,1.6542,3.1001641304347825,1.6974,3.1001641304347825,1.6542,3.1437989130434776
5689,5688,44,72,19,-140.71,-3.38,-14.85,140.75,141.53,1.6759,-3.1176,96.02,-178.62,-0.99691,-0.04308,-0.06571,1.6365,-3.0984,,-139.62316392307238,-0.3067527823750941,-140.113463305019,-6.425997490160581,-139.47689027018288,-6.396802460449155,-140.26040455139267,-0.3081528031903179,,1.6974,-3.139395652173913,1.6542,-3.095761956521739,1.6974,-3.095761956521739,1.6542,-3.139395652173913
5690,5689,44,73,19,-140.42,-9.56,-14.85,140.75,141.53,1.6759,-3.0736,96.02,-176.11,-0.99408,-0.08645,-0.06589,1.6367,-3.0548,,-139.06510877914292,-12.474675202336446,-140.113463305019,-6.425997490160581,-139.47689027018288,-6.396802460449155,-139.6998024417552,-12.531609665362998,,1.6974,-3.052128260869565,1.6542,-3.095761956521739,1.6974,-3.095761956521739,1.6542,-3.052128260869565
5691,5690,44,74,19,-139.88,-15.63,-14.85,140.75,141.53,1.6759,-3.0303,96.02,-173.62,-0.98936,-0.1298,-0.06571,1.6365,-3.0111,,-138.38856303577646,-18.52910203036198,-139.6998024417552,-12.531609665362998,-139.06510877914292,-12.474675202336446,-139.02016894115366,-18.613668919467457,,1.6974,-3.0084923913043475,1.6542,-3.052128260869565,1.6974,-3.052128260869565,1.6542,-3.0084923913043475
5692,5691,44,75,19,-139.05,-21.76,-14.85,140.75,141.53,1.6759,-2.9864,96.02,-171.11,-0.98276,-0.17276,-0.06589,1.6367,-2.9676,,-137.44852826187358,-24.54840279536696,-139.02016894115366,-18.613668919467457,-138.38856303577646,-18.52910203036198,-138.0758438451213,-24.660441795071893,,1.6974,-2.9648554347826086,1.6542,-3.0084923913043475,1.6974,-3.0084923913043475,1.6542,-2.9648554347826086
5693,5692,44,76,20,-137.98,-27.76,-14.85,140.75,141.53,1.6759,-2.943,96.02,-168.62,-0.97428,-0.21553,-0.06571,1.6365,-2.9239,,-136.24690725607672,-30.52052201900664,-138.0758438451213,-24.660441795071893,-137.44852826187358,-24.54840279536696,-136.86873863668055,-30.659817792584512,,1.6974,-2.9212217391304347,1.6542,-2.9648554347826086,1.6974,-2.9648554347826086,1.6542,-2.9212217391304347
5694,5693,44,77,20,-136.63,-33.8,-14.85,140.75,141.53,1.6759,-2.8991,96.02,-166.11,-0.96396,-0.25775,-0.06589,1.6367,-2.8803,,-134.78604580679684,-36.43410293841067,-136.86873863668055,-30.659817792584512,-136.24690725607672,-30.52052201900664,-135.40120981042918,-36.600388316827896,,1.6974,-2.8775913043478263,1.6542,-2.9212217391304347,1.6974,-2.9212217391304347,1.6542,-2.8775913043478263
5695,5694,44,78,20,-135.04,-39.68,-14.85,140.75,141.53,1.6759,-2.8558,96.02,-163.62,-0.95179,-0.29963,-0.06571,1.6365,-2.8366,,-134.78604580679684,-36.43410293841067,-133.67583162359475,-42.47173275027509,-133.06850647572068,-42.27877227971178,-135.40120981042918,-36.600388316827896,,1.6974,-2.8775913043478263,1.6542,-2.8339576086956524,1.6974,-2.8339576086956524,1.6542,-2.8775913043478263
5696,5695,44,79,20,-133.16,-45.58,-14.85,140.75,141.53,1.6759,-2.8118,96.02,-161.11,-0.93783,-0.34079,-0.06589,1.6367,-2.793,,-131.09771050940867,-48.04281736482494,-133.67583162359475,-42.47173275027509,-133.06850647572068,-42.27877227971178,-131.69604093731957,-48.262084958135645,,1.6974,-2.790325,1.6542,-2.8339576086956524,1.6974,-2.8339576086956524,1.6542,-2.790325
5697,5696,44,80,21,-131.06,-51.3,-14.85,140.75,141.53,1.6759,-2.7685,96.02,-158.62,-0.92205,-0.38144,-0.06571,1.6365,-2.7493,,-128.87736972058647,-53.71541282594689,-131.69604093731957,-48.262084958135645,-131.09771050940867,-48.04281736482494,-129.46556650505602,-53.96057016558825,,1.6974,-2.746692391304348,1.6542,-2.790325,1.6974,-2.790325,1.6542,-2.746692391304348
5698,5697,44,81,21,-128.68,-57.01,-14.85,140.75,141.53,1.6759,-2.7246,96.02,-156.11,-0.90456,-0.42123,-0.06589,1.6367,-2.7058,,-126.41145276817169,-59.28631047888663,-129.46556650505602,-53.96057016558825,-128.87736972058647,-53.71541282594689,-126.98839509869538,-59.55689341569196,,1.6974,-2.703055434782609,1.6542,-2.746692391304348,1.6974,-2.746692391304348,1.6542,-2.703055434782609
5699,5698,44,82,21,-126.09,-62.53,-14.85,140.75,141.53,1.6759,-2.6812,96.02,-153.62,-0.8853,-0.46035,-0.06571,1.6365,-2.6621,,-123.7050744694,-64.74393061653612,-126.98839509869538,-59.55689341569196,-126.41145276817169,-59.28631047888663,-124.26966487951792,-65.03942215151335,,1.6974,-2.6594217391304347,1.6542,-2.703055434782609,1.6974,-2.703055434782609,1.6542,-2.6594217391304347
5700,5699,44,83,21,-123.23,-68.01,-14.85,140.75,141.53,1.6759,-2.6373,96.02,-151.11,-0.8644,-0.49846,-0.06589,1.6367,-2.6185,,-120.76344003474618,-70.07791058623897,-124.26966487951792,-65.03942215151335,-123.7050744694,-64.74393061653612,-121.31460481459791,-70.3977464252116,,1.6974,-2.615791304347826,1.6542,-2.6594217391304347,1.6974,-2.6594217391304347,1.6542,-2.615791304347826
5701,5700,44,84,22,-120.16,-73.28,-14.85,140.75,141.53,1.6759,-2.594,96.02,-148.62,-0.84181,-0.53576,-0.06571,1.6365,-2.5748,,-120.76344003474618,-70.07791058623897,-118.1285629018952,-75.62221016211733,-117.5918731647813,-75.27863818346229,-121.31460481459791,-70.3977464252116,,1.6974,-2.615791304347826,1.6542,-2.572159782608696,1.6974,-2.572159782608696,1.6542,-2.615791304347826
5702,5701,44,85,22,-116.83,-78.49,-14.85,140.75,141.53,1.6759,-2.55,96.02,-146.11,-0.81767,-0.5719,-0.06589,1.6367,-2.5312,,-114.19639369617536,-80.33620396774275,-118.1285629018952,-75.62221016211733,-117.5918731647813,-75.27863818346229,-114.71758645263628,-80.70285869504485,,1.6974,-2.5285271739130435,1.6542,-2.572159782608696,1.6974,-2.572159782608696,1.6542,-2.5285271739130435
5703,5702,44,86,22,-113.32,-83.48,-14.85,140.75,141.53,1.6759,-2.5067,96.02,-143.62,-0.79191,-0.60709,-0.06571,1.6365,-2.4875,,-110.58354110422896,-85.24084958520737,-114.71758645263628,-80.70285869504485,-114.19639369617536,-80.33620396774275,-111.08824478831082,-85.62988913295864,,1.6974,-2.4848945652173917,1.6542,-2.5285271739130435,1.6974,-2.5285271739130435,1.6542,-2.4848945652173917
5704,5703,44,87,22,-109.54,-88.37,-14.85,140.75,141.53,1.6759,-2.4628,96.02,-141.11,-0.76471,-0.64099,-0.06589,1.6367,-2.444,,-106.75980123047738,-89.98370320445588,-111.08824478831082,-85.62988913295864,-110.58354110422896,-85.24084958520737,-107.24705335185848,-90.39438915338758,,1.6974,-2.4412576086956523,1.6542,-2.4848945652173917,1.6974,-2.4848945652173917,1.6542,-2.4412576086956523
5705,5704,44,88,23,-105.61,-93.04,-14.85,140.75,141.53,1.6759,-2.4194,96.02,-138.62,-0.73599,-0.6738,-0.06571,1.6365,-2.4003,,-102.7329060879404,-94.55512681967626,-107.24705335185848,-90.39438915338758,-106.75980123047738,-89.98370320445588,-103.2017794452346,-94.98667676262608,,1.6974,-2.397621739130435,1.6542,-2.4412576086956523,1.6974,-2.4412576086956523,1.6542,-2.397621739130435
5706,5705,44,89,23,-101.43,-97.58,-14.85,140.75,141.53,1.6759,-2.3755,96.02,-136.11,-0.70594,-0.7052,-0.06589,1.6367,-2.3567,,-98.51118222532617,-98.94578807471912,-103.2017794452346,-94.98667676262608,-102.7329060879404,-94.55512681967626,-98.9607876195459,-99.3973770116173,,1.6974,-2.353993478260869,1.6542,-2.397621739130435,1.6974,-2.397621739130435,1.6542,-2.353993478260869
5707,5706,44,90,23,-97.1,-101.89,-14.85,140.75,141.53,1.6759,-2.3322,96.02,-133.62,-0.67446,-0.73538,-0.06571,1.6365,-2.313,,-98.51118222532617,-98.94578807471912,-94.53089807076915,-103.619425558166,-94.10141885263224,-103.1486547225901,-98.9607876195459,-99.3973770116173,,1.6974,-2.353993478260869,1.6542,-2.3103597826086952,1.6974,-2.3103597826086952,1.6542,-2.353993478260869
5708,5707,44,91,23,-92.53,-106.05,-14.85,140.74,141.53,1.6759,-2.2882,96.02,-131.11,-0.64179,-0.76404,-0.06589,1.6367,-2.2694,,-89.50604812195849,-107.14765199853233,-94.52418184355278,-103.61206360963612,-94.09473313903705,-103.14132622136648,-89.9145540513552,-107.63667427223048,,1.6974,-2.266725,1.6542,-2.3103597826086952,1.6974,-2.3103597826086952,1.6542,-2.266725
5709,5708,44,92,24,-87.85,-109.96,-14.85,140.75,141.53,1.6759,-2.2449,96.02,-128.62,-0.6078,-0.79137,-0.06571,1.6365,-2.2257,,-84.75323388123981,-110.95770071441866,-89.9209427506625,-107.64432218144404,-89.51240779569174,-107.1552651612436,-85.14004794914344,-111.46411206432325,,1.6974,-2.2230923913043474,1.6542,-2.266725,1.6974,-2.266725,1.6542,-2.2230923913043474
5710,5709,44,93,24,-82.94,-113.71,-14.85,140.75,141.53,1.6759,-2.201,96.02,-126.11,-0.57276,-0.81707,-0.06589,1.6367,-2.1822,,-79.8322339328226,-114.54927510226211,-85.14004794914344,-111.46411206432325,-84.75323388123981,-110.95770071441866,-80.19658853905106,-115.0720784107448,,1.6974,-2.179455434782609,1.6542,-2.2230923913043474,1.6974,-2.2230923913043474,1.6542,-2.179455434782609
5711,5710,44,94,24,-77.94,-117.2,-14.85,140.75,141.53,1.6759,-2.1576,96.02,-123.62,-0.53652,-0.84133,-0.06571,1.6365,-2.1385,,-74.75962737480327,-117.92251742538068,-80.19658853905106,-115.0720784107448,-79.8322339328226,-114.54927510226211,-75.10083058623857,-118.46071622410336,,1.6974,-2.135821739130435,1.6542,-2.179455434782609,1.6974,-2.179455434782609,1.6542,-2.135821739130435
5712,5711,44,95,24,-72.71,-120.51,-14.85,140.75,141.53,1.6759,-2.1137,96.02,-121.11,-0.49936,-0.86388,-0.06589,1.6367,-2.0949,,-69.54536658359814,-121.07090479513066,-75.10083058623857,-118.46071622410336,-74.75962737480327,-117.92251742538068,-69.86277188980445,-121.62347284526784,,1.6974,-2.092193478260869,1.6542,-2.135821739130435,1.6974,-2.135821739130435,1.6542,-2.092193478260869
5713,5712,44,96,25,-67.42,-123.55,-14.85,140.75,141.53,1.6759,-2.0704,96.02,-118.62,-0.46115,-0.88489,-0.06571,1.6365,-2.0512,,-69.54536658359814,-121.07090479513066,-64.49148495672605,-124.5549052070886,-64.1984828473526,-123.98901887367612,-69.86277188980445,-121.62347284526784,,1.6974,-2.092193478260869,1.6542,-2.0485630434782607,1.6974,-2.0485630434782607,1.6542,-2.092193478260869
5714,5713,44,97,25,-61.93,-126.39,-14.85,140.75,141.53,1.6759,-2.0264,96.02,-116.11,-0.42217,-0.90412,-0.06589,1.6367,-2.0077,,-58.72885856721313,-126.67139839976078,-64.49148495672605,-124.5549052070886,-64.1984828473526,-123.98901887367612,-58.99689729146468,-127.24952712309316,,1.6974,-2.004928260869565,1.6542,-2.0485630434782607,1.6974,-2.0485630434782607,1.6542,-2.004928260869565
5715,5714,44,98,25,-56.4,-128.95,-14.85,140.75,141.53,1.6759,-1.9831,96.02,-113.62,-0.38227,-0.92171,-0.06571,1.6365,-1.9639,,-53.147572958480445,-129.1125768071478,-58.99689729146468,-127.24952712309316,-58.72885856721313,-126.67139839976078,-53.390138674899966,-129.70184707761646,,1.6974,-1.9612945652173916,1.6542,-2.004928260869565,1.6974,-2.004928260869565,1.6542,-1.9612945652173916
5716,5715,44,99,25,-50.68,-131.3,-14.85,140.75,141.53,1.6759,-1.9392,96.02,-111.11,-0.34177,-0.93747,-0.06589,1.6367,-1.9204,,-47.46468759247848,-131.30813163283932,-53.390138674899966,-129.70184707761646,-53.147572958480445,-129.1125768071478,-47.68131659940402,-131.90742242352343,,1.6974,-1.9176576086956525,1.6542,-1.9612945652173916,1.6974,-1.9612945652173916,1.6542,-1.9176576086956525
5717,5716,44,100,26,-44.95,-133.38,-14.85,140.75,141.53,1.6759,-1.8958,96.02,-108.62,-0.30048,-0.95152,-0.06571,1.6365,-1.8767,,-41.69157991095968,-133.2536459752104,-47.68131659940402,-131.90742242352343,-47.46468759247848,-131.30813163283932,-41.88186043341484,-133.861816100434,,1.6974,-1.8740217391304348,1.6542,-1.9176576086956525,1.6974,-1.9176576086956525,1.6542,-1.8740217391304348
5718,5717,44,101,26,-39.05,-135.22,-14.85,140.75,141.53,1.6759,-1.8519,96.02,-106.11,-0.25876,-0.96369,-0.06589,1.6367,-1.8331,,-35.84012709950411,-134.9452010656549,-41.88186043341484,-133.861816100434,-41.69157991095968,-133.2536459752104,-36.00370157003072,-135.56109145446794,,1.6974,-1.8303934782608693,1.6542,-1.8740217391304348,1.6974,-1.8740217391304348,1.6542,-1.8303934782608693
5719,5718,44,102,26,-33.15,-136.79,-14.85,140.75,141.53,1.6759,-1.8086,96.02,-103.62,-0.21641,-0.97409,-0.06571,1.6365,-1.7894,,-35.84012709950411,-134.9452010656549,-30.05672539389466,-137.0024426850356,-29.92016963080161,-136.3800038510877,-36.00370157003072,-135.56109145446794,,1.6974,-1.8303934782608693,1.6542,-1.7867630434782606,1.6974,-1.7867630434782606,1.6542,-1.8303934782608693
5720,5719,44,103,26,-27.11,-138.11,-14.85,140.75,141.53,1.6759,-1.7646,96.02,-101.11,-0.17378,-0.98258,-0.06589,1.6367,-1.7459,,-23.94281616808868,-137.55531089383555,-30.05672539389466,-137.0024426850356,-29.92016963080161,-136.3800038510877,-24.05209126822261,-138.1831138334042,,1.6974,-1.7431293478260868,1.6542,-1.7867630434782606,1.6974,-1.7867630434782606,1.6542,-1.7431293478260868
5721,5720,44,104,27,-21.1,-139.16,-14.85,140.75,141.53,1.6759,-1.7213,96.02,-98.62,-0.13069,-0.98924,-0.06571,1.6365,-1.7021,,-17.919734714520743,-138.46878748988829,-24.05209126822261,-138.1831138334042,-23.94281616808868,-137.55531089383555,-18.001520448978855,-139.10075953996602,,1.6974,-1.6994945652173912,1.6542,-1.7431293478260868,1.6974,-1.7431293478260868,1.6542,-1.6994945652173912
5722,5721,44,105,27,-14.97,-139.95,-14.85,140.75,141.53,1.6759,-1.6774,96.02,-96.11,-0.08749,-0.99398,-0.06589,1.6367,-1.6586,,-11.862085954360662,-139.11870082045044,-18.001520448978855,-139.10075953996602,-17.919734714520743,-138.46878748988829,-11.91622455782986,-139.75363907733433,,1.6974,-1.6558565217391303,1.6542,-1.6994945652173912,1.6974,-1.6994945652173912,1.6542,-1.6558565217391303
5723,5722,44,106,27,-8.89,-140.47,-14.85,140.75,141.53,1.6759,-1.634,96.02,-93.62,-0.04397,-0.99687,-0.06571,1.6365,-1.6149,,-5.782458597235396,-139.5037102507668,-11.91622455782986,-139.75363907733433,-11.862085954360662,-139.11870082045044,-5.808849759319135,-140.14040569209192,,1.6974,-1.6122228260869569,1.6542,-1.6558565217391303,1.6974,-1.6558565217391303,1.6542,-1.6122228260869569
5724,5723,44,107,27,-2.72,-140.72,-14.85,140.75,141.53,1.6759,-1.5901,96.02,-91.11,-0.00052,-0.99783,-0.06589,1.6367,-1.5713,,0.3075691755053837,-139.62316212706585,-5.808849759319135,-140.14040569209192,-5.782458597235396,-139.5037102507668,0.3089729223418254,-140.26040274718918,,1.6974,-1.5685934782608697,1.6542,-1.6122228260869569,1.6974,-1.6122228260869569,1.6542,-1.5685934782608697
5725,5724,44,108,28,3.38,-140.71,-14.85,140.75,141.53,1.6759,-1.5468,96.02,-88.62,0.04308,-0.99691,-0.06571,1.6365,-1.5276,,0.3075691755053837,-139.62316212706585,6.426512155605689,-140.11343970006698,6.3973147876311405,-139.4768667724745,0.3089729223418254,-140.26040274718918,,1.6974,-1.5685934782608697,1.6542,-1.5249619565217392,1.6974,-1.5249619565217392,1.6542,-1.5685934782608697
5726,5725,44,109,28,9.56,-140.42,-14.85,140.75,141.53,1.6759,-1.5028,96.02,-86.11,0.08645,-0.99408,-0.06589,1.6367,-1.4841,,12.475186016919524,-139.06506295616416,6.426512155605689,-140.11343970006698,6.3973147876311405,-139.4768667724745,12.532122811305692,-139.6997564096402,,1.6974,-1.481328260869565,1.6542,-1.5249619565217392,1.6974,-1.5249619565217392,1.6542,-1.481328260869565
5727,5726,44,110,28,15.63,-139.88,-14.85,140.75,141.53,1.6759,-1.4595,96.02,-83.62,0.1298,-0.98936,-0.06571,1.6365,-1.4403,,18.52915909288301,-138.38855539555743,12.532122811305692,-139.6997564096402,12.475186016919524,-139.06506295616416,18.61372624242204,-139.02016126606463,,1.6974,-1.4376956521739128,1.6542,-1.481328260869565,1.6974,-1.481328260869565,1.6542,-1.4376956521739128
5728,5727,44,111,28,21.76,-139.05,-14.85,140.75,141.53,1.6759,-1.4156,96.02,-81.11,0.17276,-0.98276,-0.06589,1.6367,-1.3968,,24.54845947027773,-137.44851813968302,18.61372624242204,-139.02016126606463,18.52915909288301,-138.38855539555743,24.66049872864717,-138.07583367673303,,1.6974,-1.394058695652174,1.6542,-1.4376956521739128,1.6974,-1.4376956521739128,1.6542,-1.394058695652174
5729,5728,44,112,29,27.76,-137.98,-14.85,140.75,141.53,1.6759,-1.3722,96.02,-78.62,0.21553,-0.97428,-0.06571,1.6365,-1.3531,,30.520874387275185,-136.2468283219643,24.66049872864717,-138.07583367673303,24.54845947027773,-137.44851813968302,30.66017176906312,-136.86865934231255,,1.6974,-1.3504228260869566,1.6542,-1.394058695652174,1.6974,-1.394058695652174,1.6542,-1.3504228260869566
5730,5729,44,113,29,33.8,-136.63,-14.85,140.75,141.53,1.6759,-1.3283,96.02,-76.11,0.25775,-0.96396,-0.06589,1.6367,-1.3095,,36.43401200890761,-134.78607038597653,30.66017176906312,-136.86865934231255,30.520874387275185,-136.2468283219643,36.600296972322255,-135.4012345017883,,1.6974,-1.306795652173913,1.6542,-1.3504228260869566,1.6974,-1.3504228260869566,1.6542,-1.306795652173913
5731,5730,44,114,29,39.68,-135.04,-14.85,140.75,141.53,1.6759,-1.285,96.02,-73.62,0.29963,-0.95179,-0.06571,1.6365,-1.2658,,36.43401200890761,-134.78607038597653,42.47135196994783,-133.67595260522836,42.27839322937165,-133.06862690770225,36.600296972322255,-135.4012345017883,,1.6974,-1.306795652173913,1.6542,-1.2631641304347827,1.6974,-1.2631641304347827,1.6542,-1.306795652173913
5732,5731,44,115,29,45.58,-133.16,-14.85,140.75,141.53,1.6759,-1.241,96.02,-71.11,0.34079,-0.93783,-0.06589,1.6367,-1.2223,,48.04287142106592,-131.09769069963656,42.47135196994783,-133.67595260522836,42.27839322937165,-133.06862690770225,48.2621392610895,-131.69602103713558,,1.6974,-1.219528260869565,1.6542,-1.2631641304347827,1.6974,-1.2631641304347827,1.6542,-1.219528260869565
5733,5732,44,116,30,51.3,-131.06,-14.85,140.75,141.53,1.6759,-1.1977,96.02,-68.62,0.38144,-0.92205,-0.06571,1.6365,-1.1785,,53.71546596666194,-128.87734757180186,48.2621392610895,-131.69602103713558,48.04287142106592,-131.09769069963656,53.96062354883772,-129.46554425518426,,1.6974,-1.175895652173913,1.6542,-1.219528260869565,1.6974,-1.219528260869565,1.6542,-1.175895652173913
